Package_ID,PackageName,PackageQuant,PackageSize,PackageWeigh,PackageValue,Volume,PickupStop_ID,DeliveryStop_ID,Route_ID
p1710,Retail Package,10,GG,99kg,"R$ 28.571,00",146,1599,451,r1481
p1711,E‑commerce Package,1,XXL,5kg,"R$ 41.329,00",136,458,399,r1800
p1712,E‑commerce Package,4,GG,26kg,"R$ 25.840,00",111,598,1323,r2924
p1713,Retail Package,6,XS,84kg,"R$ 15.098,00",30,1544,1473,r1363
p1714,Food Package,1,XS,37kg,"R$ 17.780,00",180,728,618,r1837
p1715,Petz Package,8,XS,92kg,"R$ 44.871,00",142,1139,1149,r2222
p1716,Petz Package,9,XL,44kg,"R$ 31.290,00",134,168,474,r2125
p1717,Food Package,1,GG,86kg,"R$ 49.093,00",39,545,1570,r2128
p1718,E‑commerce Package,5,XL,40kg,"R$ 24.432,00",67,1986,492,r2278
p1719,Petz Package,8,S,55kg,"R$ 4.621,00",7,1317,1735,r2235
p1720,E‑commerce Package,8,M,2kg,"R$ 19.962,00",4,737,1769,r2693
p1721,E‑commerce Package,9,XS,57kg,"R$ 23.253,00",196,807,436,r1878
p1722,Petz Package,2,M,54kg,"R$ 23.957,00",171,1891,724,r1466
p1723,Retail Package,3,XL,18kg,"R$ 34.641,00",64,1600,1890,r1198
p1724,Food Package,3,XL,4kg,"R$ 42.677,00",139,915,1242,r1945
p1725,Food Package,10,XL,85kg,"R$ 15.239,00",132,634,78,r1434
p1726,Food Package,5,GG,16kg,"R$ 3.333,00",102,1360,1875,r2203
p1727,E‑commerce Package,4,M,40kg,"R$ 20.458,00",31,1153,1597,r1149
p1728,Food Package,10,GG,28kg,"R$ 21.599,00",198,1658,696,r1086
p1729,Food Package,9,XXL,65kg,"R$ 45.649,00",32,631,1480,r2301
p1730,Petz Package,5,S,94kg,"R$ 103,00",40,362,654,r1858
p1731,E‑commerce Package,6,XXL,24kg,"R$ 35.851,00",9,1726,960,r1254
p1732,Retail Package,2,XS,78kg,"R$ 19.207,00",106,793,1929,r1667
p1733,Retail Package,5,XL,88kg,"R$ 6.492,00",102,199,162,r2048
p1734,Retail Package,9,XL,69kg,"R$ 18.660,00",136,1341,337,r1514
p1735,Retail Package,7,M,87kg,"R$ 18.625,00",173,1798,1286,r1241
p1736,Petz Package,2,XXL,1kg,"R$ 27.642,00",165,1383,1962,r1982
p1737,E‑commerce Package,6,XL,90kg,"R$ 35.598,00",48,1073,1539,r2842
p1738,Retail Package,2,S,21kg,"R$ 39.395,00",25,1787,1004,r1740
p1739,E‑commerce Package,3,XXL,8kg,"R$ 33.664,00",174,654,1015,r1424
p1740,Food Package,1,S,28kg,"R$ 28.945,00",106,1379,817,r2300
p1741,E‑commerce Package,2,XL,46kg,"R$ 24.766,00",72,1623,1286,r1549
p1742,E‑commerce Package,9,M,64kg,"R$ 19.957,00",8,1372,1004,r2470
p1743,Food Package,4,XXL,16kg,"R$ 40.155,00",177,577,771,r1148
p1744,Food Package,7,M,60kg,"R$ 19.166,00",38,1740,998,r2767
p1745,E‑commerce Package,6,XS,35kg,"R$ 10.204,00",69,1787,1813,r2365
p1746,Petz Package,4,GG,91kg,"R$ 28.417,00",199,476,1758,r1724
p1747,Food Package,6,XS,77kg,"R$ 10.577,00",14,1744,1219,r1394
p1748,Food Package,10,S,61kg,"R$ 3.446,00",122,1831,1708,r2659
p1749,Retail Package,1,S,18kg,"R$ 6.469,00",156,1352,767,r1385
p1750,Food Package,7,M,33kg,"R$ 47.169,00",93,843,1976,r1873
p1751,Petz Package,2,XXL,55kg,"R$ 38.058,00",133,1069,1562,r1023
p1752,Petz Package,5,L,17kg,"R$ 36.946,00",162,478,484,r1967
p1753,Food Package,5,M,64kg,"R$ 20.628,00",48,13,1962,r2067
p1754,Retail Package,3,XXL,31kg,"R$ 22.203,00",196,1992,1606,r1978
p1755,Petz Package,3,L,35kg,"R$ 8.091,00",196,689,196,r2407
p1756,Retail Package,10,GG,37kg,"R$ 28.512,00",96,1273,691,r1312
p1757,E‑commerce Package,3,S,55kg,"R$ 49.629,00",108,973,1706,r1538
p1758,Food Package,10,M,28kg,"R$ 33.305,00",148,203,943,r1449
p1759,Food Package,4,XXL,31kg,"R$ 28.964,00",157,1986,1598,r2447
p1760,Food Package,3,S,91kg,"R$ 38.978,00",134,1260,766,r2553
p1761,Retail Package,6,M,80kg,"R$ 17.662,00",106,697,1678,r1167
p1762,E‑commerce Package,4,L,6kg,"R$ 33.378,00",71,1334,1005,r2682
p1763,Food Package,1,XXL,18kg,"R$ 18.376,00",78,1266,1201,r1047
p1764,E‑commerce Package,7,GG,96kg,"R$ 30.393,00",155,1263,244,r2126
p1765,Retail Package,1,XS,73kg,"R$ 36.657,00",132,1072,1170,r1505
p1766,E‑commerce Package,2,XS,59kg,"R$ 43.312,00",23,447,1195,r1978
p1767,E‑commerce Package,1,S,15kg,"R$ 28.544,00",141,1221,952,r2195
p1768,Food Package,10,GG,23kg,"R$ 13.669,00",6,1517,1780,r1089
p1769,Food Package,1,GG,70kg,"R$ 1.033,00",130,714,352,r1496
p1770,Food Package,2,S,33kg,"R$ 11.844,00",134,501,765,r2673
p1771,Food Package,3,XXL,44kg,"R$ 4.991,00",189,901,1911,r2482
p1772,Petz Package,3,M,8kg,"R$ 35.510,00",180,1859,1061,r2458
p1773,E‑commerce Package,2,XL,5kg,"R$ 27.553,00",101,1056,601,r1329
p1774,Petz Package,2,XXL,68kg,"R$ 13.046,00",117,440,1213,r2541
p1775,Food Package,7,XL,38kg,"R$ 29.296,00",90,1820,508,r2252
p1776,E‑commerce Package,9,S,75kg,"R$ 36.522,00",190,95,291,r1555
p1777,Food Package,5,L,63kg,"R$ 44.436,00",45,1786,1332,r1377
p1778,E‑commerce Package,4,XS,45kg,"R$ 12.348,00",22,513,1849,r1354
p1779,Food Package,6,XS,93kg,"R$ 10.449,00",78,1301,1853,r1328
p1780,Food Package,6,XS,21kg,"R$ 29.434,00",181,913,964,r1521
p1781,E‑commerce Package,1,M,68kg,"R$ 8.813,00",119,668,913,r2667
p1782,Food Package,8,GG,69kg,"R$ 44.318,00",112,1557,1886,r2739
p1783,Petz Package,2,S,65kg,"R$ 45.614,00",156,1836,539,r1990
p1784,Petz Package,8,XS,8kg,"R$ 25.942,00",98,809,1551,r1751
p1785,Petz Package,4,GG,54kg,"R$ 31.004,00",28,646,461,r1232
p1786,Retail Package,1,XL,40kg,"R$ 19.518,00",35,503,472,r2109
p1787,Petz Package,2,S,50kg,"R$ 48.083,00",66,1006,1926,r1659
p1788,Petz Package,7,GG,75kg,"R$ 24.854,00",153,301,28,r1104
p1789,Petz Package,10,L,64kg,"R$ 30.869,00",121,809,1130,r2158
p1790,Petz Package,3,XL,2kg,"R$ 7.929,00",36,1731,913,r1388
p1791,E‑commerce Package,5,XXL,9kg,"R$ 15.505,00",73,409,890,r2117
p1792,E‑commerce Package,3,M,76kg,"R$ 29.804,00",81,629,1162,r1458
p1793,Retail Package,9,XXL,36kg,"R$ 29.073,00",9,1450,1188,r2309
p1794,Retail Package,6,L,65kg,"R$ 19.071,00",100,1354,1384,r1275
p1795,Retail Package,2,XS,72kg,"R$ 38.912,00",140,660,1600,r2711
p1796,Retail Package,8,L,75kg,"R$ 37.259,00",65,744,1100,r1154
p1797,Food Package,3,GG,93kg,"R$ 18.553,00",63,1147,249,r2989
p1798,Retail Package,5,XS,52kg,"R$ 37.392,00",120,1148,916,r1713
p1799,Retail Package,2,L,82kg,"R$ 28.276,00",189,1692,1089,r1214
p1800,E‑commerce Package,3,L,60kg,"R$ 12.747,00",164,1157,1524,r1421
p1801,Petz Package,8,M,70kg,"R$ 31.902,00",163,277,1140,r1590
p1802,Retail Package,7,L,53kg,"R$ 39.223,00",128,1671,444,r1696
p1803,Petz Package,2,M,84kg,"R$ 42.530,00",96,1964,1751,r2299
p1804,E‑commerce Package,1,XL,64kg,"R$ 15.646,00",168,126,1382,r2463
p1805,Food Package,8,M,6kg,"R$ 13.841,00",133,1431,1812,r2900
p1806,E‑commerce Package,5,XS,68kg,"R$ 44.655,00",152,648,1854,r2579
p1807,Food Package,2,S,8kg,"R$ 23.063,00",5,634,1798,r1815
p1808,Petz Package,6,S,9kg,"R$ 18.919,00",129,1097,1654,r1029
p1809,E‑commerce Package,6,M,97kg,"R$ 23.110,00",198,833,1625,r1517
p1810,Food Package,3,GG,62kg,"R$ 14.343,00",37,1390,1468,r1260
p1811,Food Package,1,XXL,24kg,"R$ 3.742,00",161,1065,1415,r1474
p1812,E‑commerce Package,6,XXL,32kg,"R$ 10.280,00",170,498,1705,r2629
p1813,Petz Package,3,XXL,10kg,"R$ 44.663,00",75,1133,1395,r1823
p1814,Food Package,5,XL,91kg,"R$ 19.110,00",156,1469,1436,r2967
p1815,Food Package,3,S,2kg,"R$ 19.169,00",71,1081,132,r1910
p1816,Petz Package,8,GG,5kg,"R$ 27.372,00",130,541,718,r1041
p1817,E‑commerce Package,4,GG,19kg,"R$ 38.868,00",87,1006,461,r1459
p1818,Petz Package,3,XXL,40kg,"R$ 39.926,00",150,212,1906,r1068
p1819,Retail Package,9,M,43kg,"R$ 42.366,00",44,1354,571,r2833
p1820,Petz Package,1,GG,63kg,"R$ 13.092,00",145,647,854,r2171
p1821,Food Package,8,XXL,14kg,"R$ 2.762,00",4,955,1382,r1562
p1822,Food Package,1,S,69kg,"R$ 38.803,00",105,413,598,r1744
p1823,Petz Package,7,XS,46kg,"R$ 7.511,00",183,1454,1591,r2939
p1824,Food Package,8,L,76kg,"R$ 31.059,00",42,393,99,r1704
p1825,Food Package,6,M,4kg,"R$ 39.542,00",82,1197,1278,r2271
p1826,Food Package,7,XXL,39kg,"R$ 18.823,00",124,1811,624,r2403
p1827,Food Package,6,XL,69kg,"R$ 17.772,00",133,626,62,r2086
p1828,E‑commerce Package,5,L,38kg,"R$ 43.149,00",189,781,189,r2166
p1829,Food Package,9,XS,28kg,"R$ 20.316,00",190,1394,441,r1277
p1830,E‑commerce Package,2,GG,69kg,"R$ 19.179,00",164,1092,452,r1542
p1831,Food Package,7,L,90kg,"R$ 26.848,00",78,1288,1286,r2167
p1832,Petz Package,4,S,3kg,"R$ 4.296,00",21,1042,1721,r2338
p1833,Petz Package,1,XS,24kg,"R$ 7.984,00",188,1433,844,r1284
p1834,Food Package,10,M,31kg,"R$ 20.540,00",109,1330,188,r2968
p1835,E‑commerce Package,4,XXL,86kg,"R$ 11.332,00",196,1602,1387,r1555
p1836,E‑commerce Package,3,S,19kg,"R$ 25.416,00",32,844,1415,r1751
p1837,Food Package,9,M,80kg,"R$ 20.306,00",182,1082,2000,r1874
p1838,Retail Package,8,XL,96kg,"R$ 47.818,00",102,1101,1798,r2633
p1839,E‑commerce Package,7,GG,92kg,"R$ 18.223,00",56,1198,188,r1836
p1840,E‑commerce Package,1,XL,80kg,"R$ 14.466,00",98,1110,1044,r1986
p1841,Retail Package,8,XL,85kg,"R$ 29.571,00",69,1813,1783,r2126
p1842,Petz Package,3,S,98kg,"R$ 35.283,00",72,890,1088,r1265
p1843,E‑commerce Package,5,XXL,29kg,"R$ 17.891,00",146,1750,354,r1931
p1844,Food Package,3,XS,65kg,"R$ 37.144,00",17,1160,178,r2867
p1845,Food Package,3,XXL,67kg,"R$ 21.968,00",146,11,1872,r1713
p1846,Retail Package,3,GG,39kg,"R$ 6.654,00",139,402,1226,r2921
p1847,Retail Package,7,L,79kg,"R$ 10.711,00",10,1967,839,r1258
p1848,Retail Package,5,S,32kg,"R$ 41.604,00",132,1601,76,r2260
p1849,Retail Package,7,XL,27kg,"R$ 26.018,00",126,91,123,r2526
p1850,Petz Package,2,XXL,54kg,"R$ 42.550,00",33,730,286,r1850
p1851,E‑commerce Package,5,M,16kg,"R$ 4.590,00",196,264,1757,r1826
p1852,Food Package,4,XXL,86kg,"R$ 35.192,00",48,1405,33,r2040
p1853,Retail Package,10,M,90kg,"R$ 45.477,00",175,1708,1964,r1674
p1854,E‑commerce Package,1,XXL,50kg,"R$ 13.672,00",148,639,1673,r2115
p1855,E‑commerce Package,8,XL,10kg,"R$ 788,00",28,3,573,r1629
p1856,Petz Package,3,XL,40kg,"R$ 21.578,00",35,1861,31,r2322
p1857,E‑commerce Package,4,XL,65kg,"R$ 17.397,00",61,1513,1657,r1441
p1858,Petz Package,3,GG,72kg,"R$ 15.920,00",149,1342,173,r1048
p1859,Retail Package,8,XS,92kg,"R$ 18.287,00",157,131,1821,r1430
p1860,Retail Package,7,XXL,77kg,"R$ 33.843,00",151,1399,1229,r2548
p1861,Retail Package,7,M,33kg,"R$ 25.147,00",159,1192,1185,r1777
p1862,Petz Package,5,L,14kg,"R$ 38.900,00",129,1889,549,r2549
p1863,Retail Package,3,XS,71kg,"R$ 24.533,00",101,1364,1440,r1750
p1864,Petz Package,10,XS,29kg,"R$ 48.540,00",153,1438,141,r1891
p1865,Food Package,10,M,7kg,"R$ 34.063,00",117,856,293,r1876
p1866,Food Package,6,S,62kg,"R$ 13.168,00",27,1161,589,r1413
p1867,Food Package,5,XS,21kg,"R$ 13.898,00",142,207,1450,r2983
p1868,Food Package,5,M,59kg,"R$ 34.053,00",82,1311,881,r2020
p1869,Retail Package,10,L,64kg,"R$ 37.158,00",11,411,856,r1937
p1870,E‑commerce Package,10,XL,90kg,"R$ 14.899,00",101,818,1161,r2882
p1871,Petz Package,10,XS,77kg,"R$ 10.803,00",180,526,66,r2362
p1872,E‑commerce Package,10,L,67kg,"R$ 32.429,00",13,309,323,r2535
p1873,Food Package,1,XL,54kg,"R$ 46.602,00",60,1394,1272,r1512
p1874,Retail Package,6,M,83kg,"R$ 24.812,00",192,700,406,r1575
p1875,Petz Package,6,S,4kg,"R$ 33.669,00",96,1479,185,r1389
p1876,Petz Package,4,S,38kg,"R$ 35.174,00",136,1943,1986,r1007
p1877,E‑commerce Package,9,XXL,58kg,"R$ 11.774,00",126,1797,1446,r2965
p1878,Retail Package,9,L,85kg,"R$ 4.828,00",192,1923,1668,r1474
p1879,Retail Package,8,XXL,69kg,"R$ 25.934,00",127,1441,1613,r2917
p1880,E‑commerce Package,8,XS,92kg,"R$ 46.671,00",96,1362,1667,r1381
p1881,Food Package,5,XS,67kg,"R$ 1.552,00",113,134,985,r2559
p1882,E‑commerce Package,10,L,74kg,"R$ 6.150,00",164,833,37,r2765
p1883,Food Package,1,M,20kg,"R$ 39.709,00",134,414,107,r1340
p1884,E‑commerce Package,4,GG,25kg,"R$ 9.581,00",63,1975,1565,r1775
p1885,Food Package,8,GG,67kg,"R$ 45.194,00",175,1230,417,r1322
p1886,Food Package,1,XXL,55kg,"R$ 46.528,00",130,530,933,r2310
p1887,Retail Package,5,XL,93kg,"R$ 49.777,00",120,1791,1291,r2862
p1888,Food Package,10,XL,47kg,"R$ 22.434,00",172,1595,588,r1275
p1889,E‑commerce Package,10,L,93kg,"R$ 25.494,00",125,88,612,r1785
p1890,Retail Package,2,XL,65kg,"R$ 10.471,00",54,1091,501,r2232
p1891,E‑commerce Package,1,M,75kg,"R$ 19.024,00",61,77,239,r1297
p1892,Food Package,5,XL,22kg,"R$ 31.316,00",199,887,1912,r1742
p1893,E‑commerce Package,5,XXL,19kg,"R$ 43.373,00",90,724,1256,r1494
p1894,Petz Package,3,XXL,32kg,"R$ 17.945,00",40,1451,614,r2554
p1895,Food Package,1,S,89kg,"R$ 14.998,00",119,973,1539,r1065
p1896,Petz Package,6,GG,68kg,"R$ 2.692,00",12,105,1441,r1353
p1897,E‑commerce Package,3,L,30kg,"R$ 11.863,00",195,1456,1378,r1957
p1898,Petz Package,6,XXL,49kg,"R$ 14.721,00",110,949,1700,r1501
p1899,E‑commerce Package,8,XL,42kg,"R$ 8.695,00",199,660,1316,r2328
p1900,Retail Package,9,S,87kg,"R$ 35.956,00",169,439,925,r2644
p1901,Food Package,8,L,13kg,"R$ 8.496,00",42,1956,1158,r1921
p1902,Food Package,2,S,30kg,"R$ 12.629,00",89,685,1263,r1330
p1903,Food Package,9,XXL,31kg,"R$ 19.591,00",176,1754,359,r1896
p1904,Retail Package,7,GG,87kg,"R$ 45.449,00",69,1310,133,r1852
p1905,Petz Package,3,XL,44kg,"R$ 27.723,00",25,356,1921,r2933
p1906,Petz Package,3,GG,84kg,"R$ 9.285,00",182,13,500,r1051
p1907,E‑commerce Package,9,GG,25kg,"R$ 38.157,00",136,1355,941,r1802
p1908,Retail Package,6,S,47kg,"R$ 28.108,00",154,1339,561,r2812
p1909,Food Package,6,GG,56kg,"R$ 31.763,00",172,1271,1520,r2500
p1910,Retail Package,10,M,74kg,"R$ 4.323,00",62,1750,681,r2871
p1911,Food Package,10,S,54kg,"R$ 21.932,00",57,1750,1844,r1320
p1912,Petz Package,4,GG,60kg,"R$ 26.879,00",195,1219,1073,r1377
p1913,E‑commerce Package,1,GG,70kg,"R$ 39.166,00",61,1976,1059,r2811
p1914,E‑commerce Package,8,L,53kg,"R$ 10.952,00",146,118,288,r1465
p1915,Retail Package,9,XS,92kg,"R$ 5.915,00",21,935,1443,r2694
p1916,Retail Package,2,XS,96kg,"R$ 41.804,00",56,1455,1987,r2647
p1917,Food Package,4,M,85kg,"R$ 38.894,00",191,1988,1342,r2199
p1918,Retail Package,2,S,90kg,"R$ 49.151,00",4,646,807,r2089
p1919,Petz Package,7,XS,92kg,"R$ 31.667,00",115,1578,805,r1798
p1920,Petz Package,1,L,55kg,"R$ 44.320,00",160,774,1431,r1048
p1921,Retail Package,3,XL,10kg,"R$ 22.323,00",191,630,1829,r1498
p1922,Retail Package,8,M,11kg,"R$ 27.671,00",69,1148,25,r2020
p1923,Food Package,5,XXL,84kg,"R$ 22.662,00",42,1953,881,r1889
p1924,Retail Package,7,L,46kg,"R$ 15.351,00",19,1558,1,r1051
p1925,E‑commerce Package,3,XL,23kg,"R$ 26.311,00",20,327,1548,r2380
p1926,E‑commerce Package,3,XXL,79kg,"R$ 35.695,00",1,1732,286,r1934
p1927,Food Package,9,GG,62kg,"R$ 6.850,00",178,1832,1130,r2748
p1928,E‑commerce Package,8,L,20kg,"R$ 3.446,00",25,1614,606,r1616
p1929,Retail Package,10,GG,12kg,"R$ 38.400,00",46,803,1997,r1338
p1930,Retail Package,9,GG,65kg,"R$ 2.331,00",138,459,962,r1262
p1931,Food Package,10,XS,11kg,"R$ 6.427,00",116,170,221,r1334
p1932,Petz Package,4,XS,53kg,"R$ 24.498,00",50,1115,1624,r2234
p1933,Retail Package,1,M,26kg,"R$ 44.519,00",84,887,1080,r1195
p1934,Retail Package,2,M,80kg,"R$ 7.242,00",49,1006,265,r2419
p1935,Retail Package,4,XL,30kg,"R$ 49.875,00",146,568,1856,r1043
p1936,E‑commerce Package,4,XS,56kg,"R$ 22.269,00",190,1175,1548,r1462
p1937,Retail Package,10,XS,97kg,"R$ 17.224,00",84,1573,932,r2938
p1938,Petz Package,7,GG,16kg,"R$ 37.587,00",114,1874,649,r2282
p1939,E‑commerce Package,5,XL,51kg,"R$ 29.130,00",49,1581,915,r1811
p1940,E‑commerce Package,3,XXL,98kg,"R$ 29.460,00",62,529,836,r2308
p1941,Food Package,6,GG,47kg,"R$ 37.113,00",198,1806,1893,r1400
p1942,E‑commerce Package,6,S,100kg,"R$ 41.057,00",17,1989,500,r2118
p1943,Petz Package,5,L,32kg,"R$ 21.175,00",189,1850,1242,r2048
p1944,Food Package,9,XL,46kg,"R$ 37.573,00",106,120,816,r1244
p1945,Petz Package,4,XS,99kg,"R$ 27.051,00",36,99,1882,r1123
p1946,Retail Package,2,XS,99kg,"R$ 19.576,00",82,1920,1865,r1081
p1947,Food Package,10,XS,93kg,"R$ 30.641,00",81,1842,856,r1385
p1948,Petz Package,4,XS,27kg,"R$ 44.755,00",22,330,124,r2901
p1949,Retail Package,8,L,56kg,"R$ 27.517,00",4,1362,1039,r1649
p1950,Food Package,2,GG,6kg,"R$ 44.583,00",129,1647,851,r1433
p1951,Retail Package,5,L,24kg,"R$ 12.507,00",5,978,1652,r1011
p1952,Food Package,3,S,62kg,"R$ 33.408,00",19,1007,915,r2504
p1953,Petz Package,6,M,46kg,"R$ 49.050,00",175,438,1771,r1162
p1954,Petz Package,6,GG,62kg,"R$ 39.621,00",51,617,1484,r1742
p1955,E‑commerce Package,1,GG,56kg,"R$ 23.506,00",77,145,647,r1626
p1956,Retail Package,2,GG,47kg,"R$ 28.710,00",176,646,751,r1999
p1957,Retail Package,7,M,49kg,"R$ 21.899,00",179,1314,652,r2751
p1958,Food Package,10,XXL,79kg,"R$ 48.985,00",16,1479,709,r1953
p1959,Retail Package,2,XS,42kg,"R$ 5.413,00",58,495,1255,r1330
p1960,E‑commerce Package,8,XL,19kg,"R$ 11.523,00",136,1856,1055,r1933
p1961,Retail Package,6,M,13kg,"R$ 5.663,00",35,610,937,r2066
p1962,Retail Package,3,GG,67kg,"R$ 33.641,00",123,1972,1784,r2704
p1963,Food Package,2,XS,35kg,"R$ 2.175,00",107,1223,1639,r1750
p1964,E‑commerce Package,3,S,73kg,"R$ 37.962,00",166,698,374,r1553
p1965,Petz Package,6,XXL,34kg,"R$ 3.235,00",8,25,1729,r2995
p1966,Retail Package,1,XXL,1kg,"R$ 37.739,00",145,1492,386,r2295
p1967,Petz Package,6,XS,33kg,"R$ 33.467,00",180,1951,1764,r2009
p1968,Petz Package,2,XL,21kg,"R$ 21.236,00",70,1949,1333,r2886
p1969,Petz Package,9,GG,89kg,"R$ 17.340,00",49,686,1585,r1008
p1970,Petz Package,4,GG,88kg,"R$ 20.445,00",82,564,660,r1763
p1971,E‑commerce Package,8,XXL,38kg,"R$ 29.948,00",183,1939,1633,r1759
p1972,Food Package,7,XL,58kg,"R$ 24.959,00",67,945,1984,r2893
p1973,Retail Package,7,GG,12kg,"R$ 36.292,00",84,295,1179,r2632
p1974,Petz Package,4,XS,40kg,"R$ 39.215,00",5,1990,304,r2848
p1975,Petz Package,3,XL,89kg,"R$ 30.853,00",49,147,435,r1878
p1976,E‑commerce Package,9,XXL,15kg,"R$ 7.672,00",156,1941,86,r2034
p1977,E‑commerce Package,6,XL,47kg,"R$ 44.039,00",144,1907,1027,r1273
p1978,Retail Package,3,GG,24kg,"R$ 3.254,00",100,1993,385,r2791
p1979,E‑commerce Package,3,S,16kg,"R$ 6.356,00",114,611,649,r1557
p1980,E‑commerce Package,10,XXL,56kg,"R$ 1.073,00",157,965,930,r2631
p1981,E‑commerce Package,3,GG,96kg,"R$ 40.654,00",30,501,1498,r2414
p1982,Food Package,7,S,4kg,"R$ 49.625,00",23,1605,1792,r2244
p1983,Petz Package,6,XL,47kg,"R$ 14.936,00",149,1666,1987,r2460
p1984,Petz Package,3,XXL,74kg,"R$ 29.901,00",185,955,1025,r1390
p1985,Retail Package,2,XL,43kg,"R$ 714,00",29,164,1167,r1395
p1986,Food Package,8,S,19kg,"R$ 27.886,00",97,1991,1449,r2175
p1987,E‑commerce Package,7,XXL,75kg,"R$ 13.326,00",188,1642,442,r1055
p1988,Food Package,7,GG,23kg,"R$ 39.021,00",75,1281,441,r1234
p1989,Food Package,7,M,96kg,"R$ 5.127,00",167,168,238,r2078
p1990,E‑commerce Package,3,XL,62kg,"R$ 46.918,00",187,1846,1074,r1870
p1991,Petz Package,3,XL,26kg,"R$ 20.023,00",184,736,1141,r2755
p1992,Food Package,1,XS,51kg,"R$ 33.676,00",54,21,1964,r2716
p1993,Retail Package,9,L,1kg,"R$ 46.916,00",171,820,1730,r1761
p1994,Food Package,4,XL,36kg,"R$ 43.013,00",16,1748,358,r2599
p1995,Petz Package,6,GG,62kg,"R$ 37.335,00",25,1081,1418,r1522
p1996,Petz Package,9,XS,66kg,"R$ 6.526,00",38,1026,1218,r2767
p1997,Food Package,3,XS,62kg,"R$ 5.916,00",44,220,553,r2363
p1998,Retail Package,2,M,7kg,"R$ 45.848,00",132,1253,1823,r1587
p1999,Food Package,10,XS,1kg,"R$ 4.713,00",34,913,887,r2796
p2000,Food Package,1,S,86kg,"R$ 9.005,00",167,928,1019,r2606
